Code,Name,ROE,PER
159910,스킨앤스킨,-41.50,-3.41
045510,정원엔시스,4.03,14.44
187790,나노,-58.88,-18.98
193250,링크드,-16.09,-2.41
009620,삼보산업,-100.94,-1.01
018620,우진비앤지,-3.44,-54.30
131180,딜리,1.18,28.08
900110,이스트아시아홀딩스,0.83,10.29
080470,성창오토텍,11.96,7.37
148250,알엔투테크놀로지,-8.99,-7.41
318160,셀바이오휴먼텍,-4.84,-17.81
092600,앤씨앤,-39.39,-1.67
244460,올리패스,-199.91,-2.57
121850,코이즈,-25.98,-8.38
026040,제이에스티나,1.77,106.94
045300,성우테크론,-1.53,-16.98
039310,세중,14.49,2.41
101400,엔시트론,3.25,17.21
098660,에스티오,6.72,22.76
068940,셀피글로벌,-20.96,-8.64
033050,제이엠아이,5.24,13.61
313760,캐리,-82.18,-1.40
060900,DGP,-17.04,-3.15
113810,디젠스,17.46,7.03
043100,솔고바이오,-78.93,-1.33
014100,메디앙스,8.33,2.89
083640,인콘,-33.15,-0.79
030350,드래곤플라이,-65.33,-0.99
451700,엔에이치스팩29호,N/A,43.91
123330,제닉,-32.11,-6.02
365900,브이씨,-27.33,-2.43
016670,디모아,-4.88,-28.12
215480,토박스코리아,7.60,20.88
072520,제넨바이오,-22.30,-1.46
049470,SGA,-20.41,-3.01
085810,알티캐스트,-72.38,-1.08
357880,비트나인,-68.27,-1.55
054090,삼진엘앤디,-27.89,-1.34
103230,에스앤더블류,7.88,8.22
123010,아이윈플러스,-24.24,-2.61
035200,프럼파스트,3.80,19.52
054940,엑사이엔씨,-1.24,-104.75
073190,듀오백,-20.41,-9.03
032280,삼일,4.61,28.58
177350,베셀,-83.47,-0.72
352940,인바이오,-14.45,-3.10
035460,기산텔레콤,8.76,-16.43
001000,신라섬유,-4.46,-37.93
154040,다산솔루에타,55.28,0.95
154030,아시아종묘,-10.42,-12.58
224060,더코디,-16.99,-2.92
208350,지란지교시큐리티,24.96,2.05
025870,신라에스지,1.70,-173.16
032080,아즈텍WB,-1.21,-13.48
044780,에이치케이,3.17,17.60
377460,위니아에이드,-86.76,-0.19
258790,소프트캠프,-41.44,-4.45
464680,KB제27호스팩,N/A,51.18
063760,이엘피,0.88,98.39
900120,씨엑스아이,1.81,0.94
043200,파루,-3.82,68.11
050760,에스폴리텍,-8.73,-6.07
023790,동일철강,-81.34,-1.26
900260,로스웰,7.35,1.15
225430,케이엠제약,-3.68,-13.95
290560,신시웨이,-0.12,-62.40
002680,한탑,-20.95,-2.74
115570,스타플렉스,-20.91,-1.61
310870,디와이씨,9.03,7.05
291810,핀텔,-6.06,-30.28
067730,로지시스,3.03,30.24
424760,벨로크,-24.07,-4.47
035290,골드앤에스,-22.10,-17.03
043590,웰킵스하이텍,23.99,4.19
139050,BF랩스,0.21,-0.66
008290,원풍물산,-20.94,-6.13
225590,패션플랫폼,9.06,4.39
344860,이노진,12.26,16.62
050120,ES큐브,-28.96,-1.32
900070,글로벌에스엠,2.18,14.80
130740,티피씨글로벌,-3.13,-13.73
066430,와이오엠,6.96,8.38
054410,케이피티유,6.55,7.15
054220,비츠로시스,N/A,-3.39
065570,삼영이엔씨,-45.83,-1.33
317530,캐리소프트,-65.66,-3.98
079650,서산,2.24,14.82
017250,인터엠,23.43,-78.36
258830,세종메디칼,N/A,-0.31
232830,시큐센,-9.02,-11.32
214310,에스엘에너지,-82.12,-0.59
060480,국일신동,-2.60,-16.69
468510,삼성스팩9호,N/A,675.00
039740,한국정보공학,4.44,7.43
020400,대동금속,1.67,-27.68
071460,위니아,208.56,-0.09
067770,세진티에스,-3.26,36.46
217620,디딤이앤에프,-324.79,-1.25
219550,디와이디,-45.56,-0.75
101680,한국정밀기계,-17.37,-3.04
065770,CS,-3.82,21.62
215790,이노인스트루먼트,-20.47,-0.85
048830,엔피케이,3.88,16.35
121890,에스디시스템,24.65,11.53
230980,비유테크놀러지,-105.34,-0.97
043090,더테크놀로지,-53.53,-0.73
019660,글로본,-35.33,-8.97
196700,웹스,2.96,9.62
308100,까스텔바작,-7.68,-4.28
091970,나노캠텍,-20.59,-2.96
027040,서울전자통신,-31.21,-1.55
134060,이퓨쳐,6.39,12.09
436610,한국제11호스팩,3.21,55.00
335870,윙스풋,12.02,6.32
079950,인베니아,-40.05,-1.52
053060,세동,29.75,2.23
275630,에스에스알,6.24,12.01
123750,알톤,-1.36,-8.11
043360,디지아이,-4.93,-10.28
250930,예선테크,-37.39,-2.04
900280,골든센츄리,-76.99,-0.12
019570,플루토스,-35.75,-2.62
031860,에스유홀딩스,-52.99,-0.45
191410,육일씨엔에쓰,-0.85,12.59
449020,유안타제13호스팩,3.88,45.00
065420,에스아이리소스,-67.57,-1.98
069140,누리플랜,-77.58,-0.67
204630,스튜디오산타클로스,-73.75,-0.61
062970,피피아이,-66.67,-3.88
084440,유비온,N/A,-9.00
466910,엔에이치스팩30호,N/A,84.38
439410,엔에이치스팩26호,3.10,41.70
106240,파인테크닉스,-4.15,-3.81
050090,비케이홀딩스,-22.41,-3.95
065150,대산F&B,-20.04,-3.02
069330,유아이디,-15.58,-27.00
023460,CNH,-18.80,-0.61
079970,투비소프트,-41.73,-0.89
457390,대신밸런스제15호스팩,N/A,85.36
424140,케이비제21호스팩,2.79,30.49
227100,퀀텀온,-120.71,-0.40
477380,미래에셋비전스팩4호,N/A,N/A
440820,엔에이치스팩27호,3.17,36.55
026910,광진실업,-20.80,-2.31
070590,한솔인티큐브,-27.12,-3.51
096870,엘디티,-0.92,-116.67
412930,미래에셋비전스팩1호,1.71,72.78
106520,노블엠앤비,-46.93,-1.18
060260,뉴보텍,-31.62,-3.67
011080,형지I&C,6.37,10.71
457630,대신밸런스제16호스팩,N/A,69.84
073540,에프알텍,3.50,9.88
406760,하나금융21호스팩,N/A,50.85
065690,파커스,-20.92,-1.38
442310,대신밸런스제14호스팩,2.97,46.00
430220,신영스팩8호,1.73,55.61
469880,하나30호스팩,N/A,-32.31
454750,하나28호스팩,N/A,53.25
477340,에이치엠씨제7호스팩,N/A,N/A
422040,엔에이치스팩23호,3.40,33.63
418170,하나금융22호스팩,2.25,49.58
478440,미래에셋비전스팩6호,N/A,N/A
473050,유안타제15호스팩,N/A,-8.22
430230,하나금융24호스팩,2.43,42.98
479880,한국제15호스팩,N/A,N/A
458320,KB제26호스팩,N/A,65.39
471050,대신밸런스제17호스팩,N/A,-7.71
430460,한화플러스제3호스팩,2.66,69.22
446750,하나26호스팩,3.08,52.93
446840,키움제8호스팩,2.01,73.17
425290,삼성스팩6호,1.92,53.07
481890,엔에이치스팩31호,N/A,N/A
478390,KB제29호스팩,N/A,N/A
421800,교보12호스팩,1.93,57.57
044180,KD,-11.12,-3.07
054630,에이디칩스,-37.97,-0.81
482520,교보16호스팩,N/A,N/A
435380,유안타제10호스팩,2.68,37.89
477760,DB금융스팩12호,N/A,N/A
438220,대신밸런스제13호스팩,2.82,39.18
456440,DB금융스팩11호,N/A,76.00
445970,신영스팩9호,2.69,42.45
448370,하나27호스팩,1.90,55.00
474660,신한제12호스팩,N/A,N/A
469900,하나31호스팩,N/A,-14.09
476470,KB제28호스팩,N/A,N/A
454640,하나29호스팩,N/A,63.53
174880,장원테크,-3.12,-10.82
477470,미래에셋비전스팩5호,N/A,N/A
446190,미래에셋비전스팩2호,3.78,59.62
455250,KB제25호스팩,N/A,64.39
446150,유안타제12호스팩,3.47,48.57
430700,유안타제9호스팩,2.57,37.81
444920,유안타제11호스팩,0.97,48.75
474490,유안타제16호스팩,N/A,N/A
03481K,해성산업1우,N/A,-9.61
415580,상상인제3호스팩,1.81,43.75
046070,코다코,907.99,-0.22
455310,한화플러스제4호스팩,N/A,94.13
455910,에스케이증권제9호스팩,N/A,121.11
437780,엔에이치스팩24호,2.80,39.81
450050,하이제8호스팩,1.09,67.34
448830,미래에셋비전스팩3호,1.37,40.56
452670,상상인제4호스팩,N/A,42.66
478110,이베스트스팩6호,N/A,N/A
477530,한국제14호스팩,N/A,N/A
472220,신영스팩10호,N/A,-2.51
448760,IBKS제22호스팩,1.75,71.41
433530,키움제7호스팩,2.02,55.91
439730,IBKS제20호스팩,2.14,56.59
450940,유안타제14호스팩,1.16,53.62
458610,한국제12호스팩,N/A,325.00
442770,IBKS제21호스팩,2.79,42.64
464440,한국제13호스팩,N/A,-91.46
469480,IBKS제24호스팩,N/A,-4.30
456490,교보14호스팩,N/A,158.21
467930,IBKS제23호스팩,N/A,-18.06
440790,교보13호스팩,1.76,75.83
473950,에스케이증권제13호스팩,N/A,N/A
462020,에이치엠씨제6호스팩,N/A,91.30
468760,유진스팩10호,N/A,-7.34
445360,비엔케이제1호스팩,3.44,31.49
472230,에스케이증권제11호스팩,N/A,-2.70
418210,신한제10호스팩,1.93,57.32
473370,비엔케이제2호스팩,N/A,-4.55
465320,교보15호스팩,N/A,-33.91
475250,하나33호스팩,N/A,N/A
474930,신한제13호스팩,N/A,N/A
435870,에스케이증권제8호스팩,1.27,59.31
442130,유진스팩9호,3.34,39.48
413600,키움제6호스팩,N/A,112.00
457940,에스케이증권제10호스팩,N/A,121.39
473000,에스케이증권제12호스팩,N/A,N/A
475240,하나32호스팩,N/A,N/A
323230,엠에프엠코리아,-80.96,-0.22
438580,엔에이치스팩25호,2.73,41.94
021045,대호특수강우,N/A,71.70
032685,소프트센우,N/A,-77.38
